student_id|level|course|grade|major
kO4XKESuy7bn0XLg|Senior|PSY:301|D+|Psychology
kO4XKESuy7bn0XLg|Sophomore|SPAN:240|B+|Psychology
kO4XKESuy7bn0XLg|Sophomore|PSY:270|C+|Psychology
kO4XKESuy7bn0XLg|Senior|RCE:208|S|Psychology
kO4XKESuy7bn0XLg|Senior|SPAN:140|B-|Psychology
kO4XKESuy7bn0XLg|Senior|RHET:103|A-|Psychology
kO4XKESuy7bn0XLg|Senior|PSY:230|A|Psychology
5XHKpFQzdvsSNArX|Junior|ECON:110|D|Interdepartmental Studies
5XHKpFQzdvsSNArX|Sophomore|LLS:107|S|Interdepartmental Studies
5XHKpFQzdvsSNArX|Junior|MATH:101|A|Interdepartmental Studies
5XHKpFQzdvsSNArX|Senior|BIOC:311|B+|Interdepartmental Studies
5XHKpFQzdvsSNArX|Sophomore|ECON:120|C+|Interdepartmental Studies
5XHKpFQzdvsSNArX|Junior|JPNS:100|A+|Interdepartmental Studies
5XHKpFQzdvsSNArX|Junior|CSI:160|S|Interdepartmental Studies
5XHKpFQzdvsSNArX|Junior|SPAN:100|B-|Interdepartmental Studies
5XHKpFQzdvsSNArX|Junior|CHEM:111|B+|Interdepartmental Studies
5XHKpFQzdvsSNArX|Sophomore|CLSA:201|B-|Interdepartmental Studies
5XHKpFQzdvsSNArX|Senior|MICR:311|B-|Interdepartmental Studies
5XHKpFQzdvsSNArX|Senior|HPAS:141|S|Interdepartmental Studies
5XHKpFQzdvsSNArX|Senior|ARTH:104|C|Interdepartmental Studies
5XHKpFQzdvsSNArX|Senior|RHET:106|B|Interdepartmental Studies
F1G3okZqalg3hriD|Junior|SPAN:100|A-|Business
iBjaatchfqc0CuDg|Freshman|THTR:230|B+|English
Jmq59W8bu3EZoelN|Junior|DANC:104|A|Health And Sport Sciences
EWg2FxS2c4PGuKp9|Freshman|WRIT:160|B+|Medicine
D5WyUuvZ2OAmgr7b|Junior|NURS:373|B|Nursing
R9RpdlH8KZ4pVgKg|Senior|POLI:310|B-|Communication Studies
BVLzDePZWxFefUEw|Senior|BIOL:371|D|Biology
BVLzDePZWxFefUEw|Freshman|RHET:103|B+|Biology
BVLzDePZWxFefUEw|Senior|PSY:240|A|Biology
BVLzDePZWxFefUEw|Junior|MICR:214|C+|Biology
BVLzDePZWxFefUEw|Junior|CHEM:112|D+|Biology
BVLzDePZWxFefUEw|Senior|BIOL:234|B|Biology
BVLzDePZWxFefUEw|Freshman|CHEM:100|A|Biology
BVLzDePZWxFefUEw|Junior|THTR:114|A|Biology
BVLzDePZWxFefUEw|Sophomore|MATH:146|B-|Biology
BVLzDePZWxFefUEw|Junior|PSY:100|A-|Biology
BVLzDePZWxFefUEw|Senior|CHEM:221|B|Biology
BVLzDePZWxFefUEw|Freshman|ANTH:130|C|Biology
BVLzDePZWxFefUEw|Freshman|HIST:240|B-|Biology
BVLzDePZWxFefUEw|Freshman|CHEM:111|C+|Biology
BVLzDePZWxFefUEw|Freshman|CSI:160|S|Biology
BVLzDePZWxFefUEw|Senior|GHS:304|A|Biology
BVLzDePZWxFefUEw|Sophomore|BIOL:141|C|Biology
BVLzDePZWxFefUEw|Senior|PSY:230|C|Biology
BVLzDePZWxFefUEw|Freshman|FYP:210|S|Biology
BVLzDePZWxFefUEw|Junior|HHP:340|B-|Biology
BVLzDePZWxFefUEw|Freshman|CSI:170|S|Biology
BVLzDePZWxFefUEw|Freshman|CHEM:107|B+|Biology
BVLzDePZWxFefUEw|Junior|PHIL:206|B+|Biology
BVLzDePZWxFefUEw|Freshman|ENGL:120|A-|Biology
BVLzDePZWxFefUEw|Freshman|BIOL:140|C|Biology
BVLzDePZWxFefUEw|Sophomore|HHP:130|B|Biology
BVLzDePZWxFefUEw|Freshman|FYP:110|S|Biology
BVLzDePZWxFefUEw|Senior|HHP:110|C-|Biology
BVLzDePZWxFefUEw|Sophomore|WRIT:160|A-|Biology
rrGvx09PyxQX9h96|Sophomore|ESL:420|C-|Medical Engineering
eLXgwXebi8kDpDHn|Freshman|ARTH:109|B|Psychology
eLXgwXebi8kDpDHn|Freshman|PSY:240|C|Psychology
eLXgwXebi8kDpDHn|Freshman|PSY:100|A-|Psychology
eLXgwXebi8kDpDHn|Freshman|THTR:101|B-|Psychology
eLXgwXebi8kDpDHn|Junior|ANTH:120|B+|Psychology
eLXgwXebi8kDpDHn|Senior|LLS:104|S|Psychology
eLXgwXebi8kDpDHn|Sophomore|PSY:270|B-|Psychology
eLXgwXebi8kDpDHn|Junior|ENGL:120|A-|Psychology
eLXgwXebi8kDpDHn|Freshman|SPAN:140|A-|Psychology
eLXgwXebi8kDpDHn|Junior|IS:201|A-|Psychology
eLXgwXebi8kDpDHn|Junior|UICB:340|A|Psychology
eLXgwXebi8kDpDHn|Sophomore|ANTH:210|B|Psychology
eLXgwXebi8kDpDHn|Junior|CHEM:107|C|Psychology
eLXgwXebi8kDpDHn|Freshman|RHET:103|B-|Psychology
eLXgwXebi8kDpDHn|Freshman|DANC:303|B-|Psychology
eLXgwXebi8kDpDHn|Senior|PSY:281|A|Psychology
ZYeXHHvvdhYXNKb8|Senior|STAT:201|B+|Environmental Sciences
JiHESXmzcqBhUjO6|Sophomore|CHEM:221|C|Biochemistry
JiHESXmzcqBhUjO6|Junior|HONR:317|S|Biochemistry
JiHESXmzcqBhUjO6|Sophomore|RHET:103|A|Biochemistry
JiHESXmzcqBhUjO6|Freshman|CSI:110|S|Biochemistry
JiHESXmzcqBhUjO6|Junior|LLS:104|S|Biochemistry
JiHESXmzcqBhUjO6|Sophomore|MUS:101|S|Biochemistry
JiHESXmzcqBhUjO6|Freshman|FYP:110|S|Biochemistry
JiHESXmzcqBhUjO6|Senior|BIOC:313|C|Biochemistry
JiHESXmzcqBhUjO6|Junior|CS:111|B|Biochemistry
JiHESXmzcqBhUjO6|Junior|SLAV:111|A|Biochemistry
JiHESXmzcqBhUjO6|Freshman|HPAS:107|S|Biochemistry
JiHESXmzcqBhUjO6|Junior|BIOC:314|A-|Biochemistry
JiHESXmzcqBhUjO6|Sophomore|CHEM:224|A-|Biochemistry
JiHESXmzcqBhUjO6|Sophomore|ARTH:104|A|Biochemistry
JiHESXmzcqBhUjO6|Sophomore|PHYS:161|C|Biochemistry
JiHESXmzcqBhUjO6|Senior|MICR:214|A|Biochemistry
JiHESXmzcqBhUjO6|Freshman|ESL:416|D|Biochemistry
JiHESXmzcqBhUjO6|Senior|ECON:110|B|Biochemistry
JiHESXmzcqBhUjO6|Senior|URES:399|A+|Biochemistry
JiHESXmzcqBhUjO6|Senior|MATH:360|A|Biochemistry
JiHESXmzcqBhUjO6|Freshman|CHEM:111|A+|Biochemistry
JiHESXmzcqBhUjO6|Junior|HHP:340|C+|Biochemistry
JiHESXmzcqBhUjO6|Junior|BIOL:399|A|Biochemistry
JiHESXmzcqBhUjO6|Senior|SOC:374|A|Biochemistry
JiHESXmzcqBhUjO6|Sophomore|FYP:100|A|Biochemistry
JiHESXmzcqBhUjO6|Junior|PHYS:141|D|Biochemistry
JiHESXmzcqBhUjO6|Junior|BIOC:000|R|Biochemistry
JiHESXmzcqBhUjO6|Freshman|JMC:160|A|Biochemistry
JiHESXmzcqBhUjO6|Freshman|DPA:100|A|Biochemistry
JiHESXmzcqBhUjO6|Freshman|PSY:100|D+|Biochemistry
JiHESXmzcqBhUjO6|Freshman|ENGL:120|A|Biochemistry
JiHESXmzcqBhUjO6|Junior|THTR:114|B|Biochemistry
JiHESXmzcqBhUjO6|Sophomore|ECON:120|C|Biochemistry
JiHESXmzcqBhUjO6|Freshman|GWSS:100|A-|Biochemistry
JiHESXmzcqBhUjO6|Junior|BIOL:140|C-|Biochemistry
JiHESXmzcqBhUjO6|Senior|CPH:140|A|Biochemistry
JiHESXmzcqBhUjO6|Freshman|MATH:270|A|Biochemistry
JiHESXmzcqBhUjO6|Freshman|MATH:100|B+|Biochemistry
JiHESXmzcqBhUjO6|Sophomore|MATH:186|C|Biochemistry
JiHESXmzcqBhUjO6|Sophomore|DANC:203|A|Biochemistry
JiHESXmzcqBhUjO6|Junior|POLI:140|B+|Biochemistry
JiHESXmzcqBhUjO6|Junior|MATH:284|A|Biochemistry
JiHESXmzcqBhUjO6|Freshman|MUS:202|A-|Biochemistry
JiHESXmzcqBhUjO6|Senior|GRAD:304|A-|Biochemistry
3NfLG2K7t8L0sQCG|Senior|ANTH:140|A|Anthropology
3NfLG2K7t8L0sQCG|Senior|ANTH:301|A|Anthropology
3NfLG2K7t8L0sQCG|Senior|ATEP:100|A|Anthropology
3NfLG2K7t8L0sQCG|Junior|ANTH:330|A|Anthropology
3NfLG2K7t8L0sQCG|Junior|ENGL:472|C+|Anthropology
3NfLG2K7t8L0sQCG|Junior|GRMN:200|C|Anthropology
3NfLG2K7t8L0sQCG|Junior|JMC:120|A|Anthropology
3NfLG2K7t8L0sQCG|Freshman|POLI:120|B+|Anthropology
3NfLG2K7t8L0sQCG|Junior|AINS:270|A-|Anthropology
3NfLG2K7t8L0sQCG|Senior|LING:104|A|Anthropology
3NfLG2K7t8L0sQCG|Senior|ABRD:334|R|Anthropology
3NfLG2K7t8L0sQCG|Junior|ANTH:100|B|Anthropology
3NfLG2K7t8L0sQCG|Senior|SPAN:140|B-|Anthropology
3NfLG2K7t8L0sQCG|Junior|LLS:107|S|Anthropology
3NfLG2K7t8L0sQCG|Freshman|ANTH:120|B+|Anthropology
3NfLG2K7t8L0sQCG|Senior|ANTH:326|A|Anthropology
3NfLG2K7t8L0sQCG|Junior|MUSM:323|A|Anthropology
3NfLG2K7t8L0sQCG|Senior|HIST:292|B+|Anthropology
3NfLG2K7t8L0sQCG|Sophomore|ANTH:130|A+|Anthropology
3NfLG2K7t8L0sQCG|Freshman|RELS:122|A|Anthropology
3NfLG2K7t8L0sQCG|Senior|RELS:190|A|Anthropology
iGFjOF4hm1fEFjLk|Junior|THTR:469|B|Art
iGFjOF4hm1fEFjLk|Sophomore|FREN:100|A-|Art
iGFjOF4hm1fEFjLk|Sophomore|ESL:410|B|Art
iGFjOF4hm1fEFjLk|Freshman|EDTL:112|A+|Art
iGFjOF4hm1fEFjLk|Freshman|ANTH:210|B+|Art
iGFjOF4hm1fEFjLk|Sophomore|HIST:126|B-|Art
iGFjOF4hm1fEFjLk|Freshman|ARTS:142|A|Art
iGFjOF4hm1fEFjLk|Freshman|RHET:103|B-|Art
iGFjOF4hm1fEFjLk|Freshman|DPA:100|A|Art
iGFjOF4hm1fEFjLk|Sophomore|ECON:110|C|Art
iGFjOF4hm1fEFjLk|Freshman|ESL:413|B+|Art
iGFjOF4hm1fEFjLk|Freshman|GWSS:131|C+|Art
iGFjOF4hm1fEFjLk|Senior|CW:287|A+|Art
iGFjOF4hm1fEFjLk|Freshman|JMC:110|B-|Art
iGFjOF4hm1fEFjLk|Junior|JMC:230|A|Art
iGFjOF4hm1fEFjLk|Junior|EDTL:320|A-|Art
iGFjOF4hm1fEFjLk|Junior|POLI:160|C+|Art
iGFjOF4hm1fEFjLk|Junior|ARTS:141|A|Art
iGFjOF4hm1fEFjLk|Freshman|CSI:160|S|Art
iGFjOF4hm1fEFjLk|Junior|CHEM:107|B-|Art
iGFjOF4hm1fEFjLk|Freshman|PHYS:120|C+|Art
iGFjOF4hm1fEFjLk|Freshman|CSI:140|A-|Art
iGFjOF4hm1fEFjLk|Freshman|PHIL:186|C+|Art
iGFjOF4hm1fEFjLk|Freshman|ESL:419|B|Art
5eWN92hL2eiSzwVP|Senior|RSCT:412|A|Radiation Sciences
5eWN92hL2eiSzwVP|Senior|RSTH:321|B+|Radiation Sciences
5eWN92hL2eiSzwVP|Junior|RSP:321|A+|Radiation Sciences
5eWN92hL2eiSzwVP|Senior|PCP:319|R|Radiation Sciences
5eWN92hL2eiSzwVP|Sophomore|RSP:313|A-|Radiation Sciences
5eWN92hL2eiSzwVP|Sophomore|RSCI:411|A|Radiation Sciences
5eWN92hL2eiSzwVP|Senior|RSMS:321|A|Radiation Sciences
5eWN92hL2eiSzwVP|Junior|RSMS:313|A|Radiation Sciences
5eWN92hL2eiSzwVP|Senior|RSCI:413|A|Radiation Sciences
5eWN92hL2eiSzwVP|Senior|RSTH:420|A+|Radiation Sciences
5eWN92hL2eiSzwVP|Sophomore|MSCI:140|A+|Radiation Sciences
5eWN92hL2eiSzwVP|Senior|RSMR:413|A-|Radiation Sciences
5eWN92hL2eiSzwVP|Senior|RSMS:323|B|Radiation Sciences
5eWN92hL2eiSzwVP|Senior|RSRT:314|A|Radiation Sciences
5eWN92hL2eiSzwVP|Sophomore|RSP:212|A|Radiation Sciences
5eWN92hL2eiSzwVP|Senior|RSRT:321|A|Radiation Sciences
tYm696z6OLU2gPd5|Freshman|CINE:161|A-|Psychology
tYm696z6OLU2gPd5|Sophomore|EES:107|C|Psychology
tYm696z6OLU2gPd5|Senior|PSY:301|A|Psychology
tYm696z6OLU2gPd5|Sophomore|PSY:260|C+|Psychology
tYm696z6OLU2gPd5|Senior|SSP:100|C+|Psychology
tYm696z6OLU2gPd5|Freshman|CSI:180|S|Psychology
tYm696z6OLU2gPd5|Freshman|PSY:240|B+|Psychology
M8sgWlx0cQ8pDXCt|Senior|HPAS:141|S|Interdepartmental Studies
M8sgWlx0cQ8pDXCt|Senior|HHP:130|B+|Interdepartmental Studies
M8sgWlx0cQ8pDXCt|Junior|CSI:160|AUS|Interdepartmental Studies
M8sgWlx0cQ8pDXCt|Senior|MICR:311|B-|Interdepartmental Studies
M8sgWlx0cQ8pDXCt|Senior|SPAN:100|B|Interdepartmental Studies
M8sgWlx0cQ8pDXCt|Sophomore|CHEM:111|C+|Interdepartmental Studies
QwVy777PAtzkCaiq|Senior|POLI:310|C+|Communication Studies
tUR5MPcj7bt9UIFq|Senior|POLI:310|B-|Communication Studies
vfq1F2sG7pWzVkA8|Senior|ITAL:220|B|Economics
vfq1F2sG7pWzVkA8|Freshman|IS:311|S|Economics
vfq1F2sG7pWzVkA8|Senior|MUS:172|A-|Economics
vfq1F2sG7pWzVkA8|Senior|SPST:317|A+|Economics
vfq1F2sG7pWzVkA8|Sophomore|MGMT:200|C+|Economics
vfq1F2sG7pWzVkA8|Senior|ECON:334|C-|Economics
vfq1F2sG7pWzVkA8|Senior|ENTR:440|B-|Economics
vfq1F2sG7pWzVkA8|Senior|ECON:110|B|Economics
vfq1F2sG7pWzVkA8|Freshman|ARTH:107|B-|Economics
vfq1F2sG7pWzVkA8|Junior|ECON:310|C|Economics
vfq1F2sG7pWzVkA8|Sophomore|RHET:103|C+|Economics
vfq1F2sG7pWzVkA8|Senior|HPAS:141|S|Economics
vfq1F2sG7pWzVkA8|Freshman|ESL:419|C|Economics
vfq1F2sG7pWzVkA8|Junior|FREN:100|C+|Economics
JXo6SA3y6ycpc9rC|Senior|MSCI:300|B-|Business Analytics
71usrjVrx70R46Tw|Senior|SRM:370|B+|Education
9jz2ox4tU7H2bX4h|Senior|MSCI:300|B+|Finance
9jz2ox4tU7H2bX4h|Junior|SPST:208|B|Finance
9jz2ox4tU7H2bX4h|Senior|ACCT:220|A-|Finance
9jz2ox4tU7H2bX4h|Senior|FIN:423|B|Finance
9jz2ox4tU7H2bX4h|Senior|ULIB:200|A|Finance
9jz2ox4tU7H2bX4h|Junior|RHET:103|B|Finance
9jz2ox4tU7H2bX4h|Junior|ECON:280|B|Finance
9jz2ox4tU7H2bX4h|Junior|MGMT:320|C|Finance
9jz2ox4tU7H2bX4h|Senior|CW:180|A|Finance
9jz2ox4tU7H2bX4h|Senior|FIN:424|C-|Finance
9jz2ox4tU7H2bX4h|Senior|RCE:418|A|Finance
9jz2ox4tU7H2bX4h|Junior|CW:210|A|Finance
9jz2ox4tU7H2bX4h|Junior|FIN:310|S|Finance
9jz2ox4tU7H2bX4h|Senior|PORT:301|C|Finance
9jz2ox4tU7H2bX4h|Senior|GRMN:321|A-|Finance
9jz2ox4tU7H2bX4h|Junior|CLSA:187|A-|Finance
9jz2ox4tU7H2bX4h|Junior|HPAS:113|S|Finance
9jz2ox4tU7H2bX4h|Junior|MKTG:300|C|Finance
9jz2ox4tU7H2bX4h|Junior|MGMT:210|B+|Finance
9jz2ox4tU7H2bX4h|Senior|HPAS:111|S|Finance
9jz2ox4tU7H2bX4h|Senior|MGMT:432|A|Finance
9jz2ox4tU7H2bX4h|Senior|MGMT:430|A+|Finance
C82XJXVyVrDNQhl1|Freshman|ASTR:107|C|Philosophy
C82XJXVyVrDNQhl1|Sophomore|CSI:160|S|Philosophy
C82XJXVyVrDNQhl1|Sophomore|CLSL:100|A|Philosophy
C82XJXVyVrDNQhl1|Freshman|PSY:100|B|Philosophy
C82XJXVyVrDNQhl1|Freshman|PHIL:243|A|Philosophy
C82XJXVyVrDNQhl1|Senior|CLSA:301|A|Philosophy
C82XJXVyVrDNQhl1|Senior|PHIL:394|B|Philosophy
C82XJXVyVrDNQhl1|Junior|GRMN:100|A+|Philosophy
C82XJXVyVrDNQhl1|Junior|ARTH:104|B|Philosophy
C82XJXVyVrDNQhl1|Senior|PHIL:311|B+|Philosophy
C82XJXVyVrDNQhl1|Senior|LLS:164|S|Philosophy
C82XJXVyVrDNQhl1|Sophomore|RHET:106|A|Philosophy
dGFKq2ISeH7aXJdC|Sophomore|SPAN:100|A|Business
VyAPyrzrOxhX2DSU|Sophomore|PHYS:120|B-|Art
VyAPyrzrOxhX2DSU|Junior|MTLS:291|A|Art
VyAPyrzrOxhX2DSU|Senior|CS:102|B-|Art
VyAPyrzrOxhX2DSU|Junior|LLS:114|S|Art
VyAPyrzrOxhX2DSU|Junior|ARTS:141|B-|Art
VyAPyrzrOxhX2DSU|Sophomore|ESL:413|C+|Art
VyAPyrzrOxhX2DSU|Freshman|STAT:103|A|Art
VyAPyrzrOxhX2DSU|Junior|ESL:100|A|Art
VyAPyrzrOxhX2DSU|Senior|ANTH:110|C+|Art
VyAPyrzrOxhX2DSU|Junior|JMC:160|B|Art
VyAPyrzrOxhX2DSU|Freshman|CSI:160|S|Art
VyAPyrzrOxhX2DSU|Freshman|ESL:416|B|Art
VyAPyrzrOxhX2DSU|Sophomore|COMM:117|A-|Art
VyAPyrzrOxhX2DSU|Junior|MSCI:300|C|Art
VyAPyrzrOxhX2DSU|Sophomore|RHET:103|B|Art
VyAPyrzrOxhX2DSU|Sophomore|MATH:100|B|Art
VyAPyrzrOxhX2DSU|Freshman|CSI:140|A-|Art
VyAPyrzrOxhX2DSU|Freshman|ECON:110|B|Art
VyAPyrzrOxhX2DSU|Sophomore|DSGN:240|A|Art
VyAPyrzrOxhX2DSU|Senior|PRNT:261|A-|Art
VyAPyrzrOxhX2DSU|Sophomore|CEE:103|C+|Art
VyAPyrzrOxhX2DSU|Junior|CW:287|A|Art
VyAPyrzrOxhX2DSU|Sophomore|ARTH:106|B|Art
VyAPyrzrOxhX2DSU|Senior|ESL:410|A|Art
VyAPyrzrOxhX2DSU|Freshman|HPAS:122|S|Art
VyAPyrzrOxhX2DSU|Sophomore|MATH:134|A|Art
VyAPyrzrOxhX2DSU|Freshman|ESL:020|C|Art
VyAPyrzrOxhX2DSU|Freshman|RHET:104|C|Art
VyAPyrzrOxhX2DSU|Sophomore|RCE:419|A+|Art
VyAPyrzrOxhX2DSU|Sophomore|PSY:100|B|Art
VyAPyrzrOxhX2DSU|Junior|MATH:102|C+|Art
VyAPyrzrOxhX2DSU|Sophomore|ARTH:109|B+|Art
VyAPyrzrOxhX2DSU|Freshman|HPAS:100|B+|Art
VyAPyrzrOxhX2DSU|Freshman|EES:100|A|Art
VyAPyrzrOxhX2DSU|Junior|AFAM:270|A-|Art
VyAPyrzrOxhX2DSU|Junior|MSCI:140|B+|Art
VyAPyrzrOxhX2DSU|Junior|EDTL:320|A+|Art
VyAPyrzrOxhX2DSU|Freshman|THTR:241|B-|Art
VyAPyrzrOxhX2DSU|Junior|ARTS:142|A-|Art
VyAPyrzrOxhX2DSU|Sophomore|PSY:240|C+|Art
VyAPyrzrOxhX2DSU|Sophomore|FREN:100|A-|Art
VyAPyrzrOxhX2DSU|Sophomore|POLI:104|B|Art
gMY370SQrLAmcCpt|Senior|POLI:310|A-|Communication Studies
lvjDkZQJpgdgUU2V|Junior|JPNS:310|A-|Accounting
lvjDkZQJpgdgUU2V|Senior|MGMT:210|A-|Accounting
lvjDkZQJpgdgUU2V|Senior|MSCI:300|B-|Accounting
lvjDkZQJpgdgUU2V|Senior|ACCT:340|B+|Accounting
lvjDkZQJpgdgUU2V|Junior|ACCT:320|B-|Accounting
lvjDkZQJpgdgUU2V|Senior|ACCT:410|C+|Accounting
lvjDkZQJpgdgUU2V|Senior|FIN:433|A|Accounting
lvjDkZQJpgdgUU2V|Senior|HPAS:132|S|Accounting
lvjDkZQJpgdgUU2V|Senior|DANC:112|A+|Accounting
lvjDkZQJpgdgUU2V|Senior|FIN:330|C|Accounting
lvjDkZQJpgdgUU2V|Senior|MSCI:340|C+|Accounting
lvjDkZQJpgdgUU2V|Senior|ENTR:420|A-|Accounting
lvjDkZQJpgdgUU2V|Senior|ACCT:440|D+|Accounting
lvjDkZQJpgdgUU2V|Junior|CCP:120|S|Accounting
lvjDkZQJpgdgUU2V|Senior|ACCT:430|A-|Accounting
lvjDkZQJpgdgUU2V|Senior|FIN:423|B|Accounting
lvjDkZQJpgdgUU2V|Senior|ACCT:360|A|Accounting
lvjDkZQJpgdgUU2V|Junior|HIST:240|B-|Accounting
lvjDkZQJpgdgUU2V|Junior|ACCT:330|C+|Accounting
lvjDkZQJpgdgUU2V|Senior|LLS:106|S|Accounting
lvjDkZQJpgdgUU2V|Senior|HPAS:141|S|Accounting
MCYejp5euBXCo4gz|Senior|POLI:310|C+|Communication Studies
fWJckEfIJEkjlutE|Junior|SOC:102|B+|Psychology
fWJckEfIJEkjlutE|Senior|PSY:281|C|Psychology
fWJckEfIJEkjlutE|Junior|RCE:419|B+|Psychology
fWJckEfIJEkjlutE|Sophomore|HIST:100|C+|Psychology
fWJckEfIJEkjlutE|Senior|SSW:384|A|Psychology
fWJckEfIJEkjlutE|Junior|CINE:160|B+|Psychology
fWJckEfIJEkjlutE|Sophomore|PSY:230|B-|Psychology
fWJckEfIJEkjlutE|Sophomore|HHP:110|B|Psychology
fWJckEfIJEkjlutE|Junior|PSY:240|B-|Psychology
fWJckEfIJEkjlutE|Freshman|RELS:100|B|Psychology
fWJckEfIJEkjlutE|Freshman|GEOG:109|B|Psychology
fWJckEfIJEkjlutE|Junior|SPAN:100|C-|Psychology
fWJckEfIJEkjlutE|Freshman|RHET:103|B+|Psychology
fWJckEfIJEkjlutE|Senior|PSY:334|C+|Psychology
fWJckEfIJEkjlutE|Junior|POLI:110|D+|Psychology
1cgNF64STd7k9NVB|Senior|CEE:443|B+|Civil Engineering
1cgNF64STd7k9NVB|Freshman|ENGR:110|B|Civil Engineering
1cgNF64STd7k9NVB|Freshman|ENGR:100|A+|Civil Engineering
1cgNF64STd7k9NVB|Sophomore|CEE:201|A|Civil Engineering
1cgNF64STd7k9NVB|Junior|CEE:000|R|Civil Engineering
1cgNF64STd7k9NVB|Junior|CEE:313|B+|Civil Engineering
gqJDsHxTFZjOvRI7|Senior|NURS:373|A|Nursing
LPEhi9ux1TjtTXQI|Senior|POLI:310|C+|Communication Studies
O3sHmm4cMNPeKkT5|Freshman|RHET:103|D-|Theatre
nyHygT1eaS1soTR1|Freshman|ENGL:120|A|History
nyHygT1eaS1soTR1|Senior|ASTR:107|A+|History
nyHygT1eaS1soTR1|Freshman|PSY:100|B|History
nyHygT1eaS1soTR1|Junior|HONR:310|A|History
nyHygT1eaS1soTR1|Senior|IS:201|A-|History
IQ69JR1c6E2KJguN|Junior|ENGL:120|B+|History
IQ69JR1c6E2KJguN|Junior|ANTH:106|C|History
IQ69JR1c6E2KJguN|Junior|HIST:214|B+|History
IQ69JR1c6E2KJguN|Sophomore|EES:107|A+|History
IQ69JR1c6E2KJguN|Junior|POLI:140|C+|History
IQ69JR1c6E2KJguN|Senior|HIST:471|B|History
IQ69JR1c6E2KJguN|Junior|HIST:243|B-|History
IQ69JR1c6E2KJguN|Sophomore|IS:201|A+|History
IQ69JR1c6E2KJguN|Freshman|HONR:130|A|History
IQ69JR1c6E2KJguN|Sophomore|ANTH:130|A|History
IQ69JR1c6E2KJguN|Junior|MUS:101|S|History
IQ69JR1c6E2KJguN|Junior|HIST:481|B|History
IQ69JR1c6E2KJguN|Junior|CSI:160|AUS|History
IQ69JR1c6E2KJguN|Sophomore|JMC:260|A|History
IQ69JR1c6E2KJguN|Junior|ASIA:160|B|History
IQ69JR1c6E2KJguN|Sophomore|POLI:342|C|History
IQ69JR1c6E2KJguN|Junior|ARTH:331|A-|History
